indicator.label,sex.label,classif1.label,time,obs_value
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2011,729.96
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Total,2010,16860.514
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2010,6766.534
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2010,107.194
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2010,1417.593
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2010,47.93
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Construction ~ISIC rev.4 F,2010,603.889
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2010,3548.595
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2010,799.123
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2010,486.81
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2010,128.198
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2010,337.734
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2010,384.96
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Education ~ISIC rev.4 P,2010,759.846
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2010,280.316
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2010,1191.793
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Total,2010,4434.238
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2010,2965.702
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2010,75.284
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2010,840.86
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2010,39.887
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Construction ~ISIC rev.4 F,2010,573.891
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2010,1625.522
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2010,658.911
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2010,244.987
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2010,81.2
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2010,241.187
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2010,262.617
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Education ~ISIC rev.4 P,2010,403.804
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2010,139.658
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2010,493.08
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Total,2010,4001.571
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2010,3800.832
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2010,31.91
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2010,576.732
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2010,8.043
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Construction ~ISIC rev.4 F,2010,29.998
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2010,1923.072
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2010,140.212
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2010,241.823
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2010,46.998
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2010,96.548
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2010,122.343
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Education ~ISIC rev.4 P,2010,356.042
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2010,140.658
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2010,698.714
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Total,2009,16302.007
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2009,6679.494
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2009,99.357
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2009,1396.109
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2009,44.534
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Construction ~ISIC rev.4 F,2009,528.516
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2009,3425.021
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2009,749.449
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2009,448.369
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2009,119.014
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2009,307.374
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2009,371.381
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Education ~ISIC rev.4 P,2009,706.456
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2009,271.913
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2009,1155.022
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Total,2009,4281.486
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2009,2903.325
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2009,70.446
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2009,833.231
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2009,37.99
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Construction ~ISIC rev.4 F,2009,506.813
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2009,1584.957
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2009,619.479
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2009,232.025
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2009,78.135
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2009,220.177
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2009,255.671
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Education ~ISIC rev.4 P,2009,380.211
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2009,138.994
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2009,492.992
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Total,2009,3874.596
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2009,3776.169
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2009,28.91
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2009,562.877
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2009,6.544
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Construction ~ISIC rev.4 F,2009,21.704
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2009,1840.064
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2009,129.97
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2009,216.344
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2009,40.879
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2009,87.198
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2009,115.709
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Education ~ISIC rev.4 P,2009,326.244
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2009,132.918
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2009,662.03
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Total,2008,15752.221
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2008,6547.046
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2008,92.858
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2008,1378.155
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2008,41.737
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Construction ~ISIC rev.4 F,2008,476.632
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2008,3305.912
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2008,701.339
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2008,424.56
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2008,111.439
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2008,278.739
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2008,353.631
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Education ~ISIC rev.4 P,2008,658.07
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2008,261.573
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2008,1120.53
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Total,2008,4130.522
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2008,2819.364
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2008,66.285
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2008,830.366
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2008,36.389
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Construction ~ISIC rev.4 F,2008,460.268
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2008,1537.275
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2008,580.689
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2008,228.064
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2008,74.969
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2008,199.556
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2008,246.905
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Education ~ISIC rev.4 P,2008,360.923
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2008,138.209
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2008,487.019
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Total,2008,3750.181
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2008,3727.682
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2008,26.573
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2008,547.79
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2008,5.348
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Construction ~ISIC rev.4 F,2008,16.364
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2008,1768.637
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2008,120.65
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2008,196.496
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2008,36.47
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2008,79.183
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2008,106.726
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Education ~ISIC rev.4 P,2008,297.147
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2008,123.364
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2008,633.511
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Total,2007,15238.79
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2007,6394.175
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2007,87.36
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2007,1367.233
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2007,39.558
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Construction ~ISIC rev.4 F,2007,441.037
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2007,3196.72
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2007,658.044
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2007,408.276
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2007,105.061
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2007,253.072
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2007,334.871
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Education ~ISIC rev.4 P,2007,612.409
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2007,252.422
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2007,1088.553
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Total,2007,3988.029
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2007,2720.234
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2007,62.905
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2007,833.7
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2007,35.082
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Construction ~ISIC rev.4 F,2007,428.516
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2007,1494.091
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2007,545.931
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2007,223.684
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2007,72.039
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2007,180.947
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2007,237.585
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Education ~ISIC rev.4 P,2007,343.699
